"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Tellez, Rowdy",642133,-1.7090624224653015,-1.7090624224653015,-1.5418878844130075,,-0.16717453805229368,,,,,1713,0,1710,0,0,0,0,0,0
"Conforto, Michael",624424,-1.7300455382431883,-1.7300455382431883,-2.1268668708860203,0.3968213326428298,,,,,,2619,0,0,0,0,0,336,0,2283
"Fraley, Jake",641584,-1.7433647901710756,-1.7433647901710756,2.411492726541447,-4.154857516712524,,,,,,1759,0,0,0,0,0,583,0,1176
"Colás, Oscar",693049,-1.776559034184777,-1.776559034184777,-0.2584877280074295,-1.5180713061773479,,,,,,1768,0,0,0,0,0,0,144,1624
"Gurriel, Yuli",493329,-1.813281858079591,-1.813281858079591,-1.8081739127726448,,-0.00510794530694713,,,,,2014,0,2014,0,0,0,0,0,0
"Moustakas, Mike",519058,-1.8294235139028157,-1.8294235139028157,-2.2877263181658822,,0.45830280426306647,,,,,2102,0,1025,0,1077,0,0,0,0
"Thaiss, Matt",642136,-1.8414149856792736,0.05306120902232797,0.05306120902232797,,,-1.8944761947016016,-2.2927015015018837,-0.2896786294081076,0.6879039362083881,1800,1752,48,0,0,0,0,0,0
"Torres, Gleyber",650402,-1.8953327968390032,-1.8953327968390032,-2.7834151887462575,-0.10400062090119047,0.9920830128084454,,,,,3767,0,0,3767,0,0,0,0,0
"Bethancourt, Christian",542194,-1.8962705065050587,,,,,-1.8962705065050587,-2.9266751131541375,3.569891037752798,-2.5394864311037217,2394,2393,0,0,0,0,0,0,0
"Acuña Jr., Ronald",660670,-1.9699008074820463,-1.9699008074820463,-6.746373549907628,4.776472742425581,,,,,,4083,0,0,0,0,0,0,0,4083
"Baty, Brett",683146,-1.9859853498676798,-1.9859853498676798,-2.829619001193624,0.8636770263234307,-0.02004337499748618,,,,,2429,0,0,0,2426,0,3,0,0
"Kelenic, Jarred",672284,-2.0724398303042273,-2.0724398303042273,-0.13044723335429803,-1.9419925969499283,,,,,,2601,0,0,0,0,0,1929,165,507
"Duvall, Adam",594807,-2.1164574287331064,-2.1164574287331064,-2.471718384321025,0.355260955587917,,,,,,2077,0,0,0,0,0,104,1434,539
"Olson, Matt",621566,-2.154062516363566,-2.154062516363566,-2.718408899573653,,0.5643463832100868,,,,,4278,0,4278,0,0,0,0,0,0
"Díaz, Aledmys",649557,-2.21914069289101,-2.21914069289101,-2.246478664104082,0.14931511613819431,-0.12197714492512307,,,,,2021,0,77,213,762,765,204,0,0
"Mateo, Jorge",622761,-2.2301300064774803,-2.2301300064774803,-1.431279714514103,0.1684426043940063,-0.9672928963573824,,,,,2589,0,0,0,0,2529,0,60,0
